type,canonical,alias,language,category,confidence,notes
category,traditional_dress,9aftan,darija_latin,clothes,0.84,darija transliteration
category,traditional_dress,djellaba,fr,clothes,0.86,Moroccan traditional garment
category,traditional_dress,جلابة,ar,clothes,0.86,
category,traditional_dress,jellaba,darija_latin,clothes,0.84,darija transliteration
category,flip_flops,flip flops,en,shoes,0.87,
category,flip_flops,tongs,fr,shoes,0.90,
category,flip_flops,شحاطة,ar,shoes,0.82,
category,flip_flops,chajata,darija_latin,shoes,0.76,darija transliteration
category,juice,juice,en,grocery,0.89,
category,juice,jus,fr,grocery,0.92,
category,juice,عصير,ar,grocery,0.88,
category,juice,3acir,darija_latin,grocery,0.82,darija transliteration
category,cheese,cheese,en,grocery,0.89,
category,cheese,fromage,fr,grocery,0.93,
category,cheese,جبن,ar,grocery,0.86,
category,cheese,jben,darija_latin,grocery,0.82,darija transliteration
category,olives,olives,en,grocery,0.88,
category,olives,olives,fr,grocery,0.90,
category,olives,زيتون,ar,grocery,0.88,
category,olives,zitoun,darija_latin,grocery,0.84,darija transliteration
category,dates,dates,en,grocery,0.87,the fruit
category,dates,dattes,fr,grocery,0.90,
category,dates,تمر,ar,grocery,0.86,
category,dates,tmar,darija_latin,grocery,0.80,darija transliteration
category,couscous,couscous,en,grocery,0.90,
category,couscous,couscous,fr,grocery,0.92,
category,couscous,كسكس,ar,grocery,0.88,
category,couscous,seksou,darija_latin,grocery,0.82,darija transliteration
category,mint,mint,en,grocery,0.86,
category,mint,menthe,fr,grocery,0.90,
category,mint,نعناع,ar,grocery,0.86,
category,mint,na3na3,darija_latin,grocery,0.83,darija transliteration
category,soap,soap,en,beauty,0.89,
category,soap,savon,fr,beauty,0.92,
category,soap,صابون,ar,beauty,0.88,
category,soap,sabon,darija_latin,beauty,0.84,darija transliteration
category,toothpaste,toothpaste,en,beauty,0.88,
category,toothpaste,dentifrice,fr,beauty,0.91,
category,toothpaste,معجون أسنان,ar,beauty,0.85,
category,toothpaste,dentifris,typo,beauty,0.74,phonetic misspelling
category,sunscreen,sunscreen,en,beauty,0.88,
category,sunscreen,crème solaire,fr,beauty,0.90,
category,sunscreen,creme solaire,fr,beauty,0.84,missing accent
category,sunscreen,واقي شمس,ar,beauty,0.84,
category,yoga_mat,yoga mat,en,sports,0.87,
category,yoga_mat,tapis de yoga,fr,sports,0.88,
category,yoga_mat,سجادة يوغا,ar,sports,0.78,
category,tracksuit,tracksuit,en,sports,0.86,
category,tracksuit,survêtement,fr,sports,0.90,
category,tracksuit,survetement,fr,sports,0.84,missing accent
category,tracksuit,سروال رياضي,ar,sports,0.80,
category,tracksuit,trening,darija_latin,sports,0.80,darija/slang transliteration
category,parking,parking,en,real_estate,0.88,
category,parking,parking,fr,real_estate,0.90,
category,parking,موقف سيارات,ar,real_estate,0.82,
category,parking,parking,darija_latin,real_estate,0.85,darija loanword
category,riad,riad,en,real_estate,0.88,Moroccan traditional house with courtyard
category,riad,riad,fr,real_estate,0.90,
category,riad,رياض,ar,real_estate,0.86,
category,riad,ryad,darija_latin,real_estate,0.84,darija transliteration
intent,free_delivery,free delivery,en,general,0.86,
intent,free_delivery,livraison gratuite,fr,general,0.88,
intent,free_delivery,توصيل مجاني,ar,general,0.84,
intent,free_delivery,tawsil bla flouss,darija_latin,general,0.72,darija informal phrase
intent,discount,discount,en,general,0.88,
intent,discount,réduction,fr,general,0.90,
intent,discount,reduction,fr,general,0.85,missing accent
intent,discount,promo,fr,general,0.86,colloquial
intent,discount,تخفيض,ar,general,0.86,
intent,discount,solde,fr,general,0.84,sale/clearance term
intent,discount,takhfid,darija_latin,general,0.78,darija transliteration
intent,warranty,warranty,en,general,0.87,
intent,warranty,garantie,fr,general,0.91,
intent,warranty,ضمان,ar,general,0.86,
intent,warranty,damane,darija_latin,general,0.78,darija transliteration
intent,delivery,delivery,en,general,0.88,
intent,delivery,livraison,fr,general,0.91,
intent,delivery,توصيل,ar,general,0.86,
intent,delivery,tawsil,darija_latin,general,0.82,darija transliteration
intent,payment,payment,en,general,0.87,
intent,payment,paiement,fr,general,0.90,
intent,payment,دفع,ar,general,0.85,
intent,payment,khlas,darija_latin,general,0.80,darija for payment
intent,cash_on_delivery,cash on delivery,en,general,0.86,
intent,cash_on_delivery,paiement à la livraison,fr,general,0.86,
intent,cash_on_delivery,الدفع عند التوصيل,ar,general,0.82,
intent,cash_on_delivery,khlas men li tawsil,darija_latin,general,0.70,darija informal phrase
condition,damaged,damaged,en,general,0.88,
condition,damaged,endommagé,fr,general,0.88,
condition,damaged,endommage,fr,general,0.82,missing accent
condition,damaged,تالف,ar,general,0.84,
condition,damaged,khasr,darija_latin,general,0.80,darija for broken/damaged
condition,like_new,like new,en,general,0.87,
condition,like_new,comme neuf,fr,general,0.90,
condition,like_new,كالجديد,ar,general,0.84,
condition,like_new,kima jdid,darija_latin,general,0.80,darija phrase for like new
condition,refurbished,refurbished,en,general,0.86,
condition,refurbished,reconditionné,fr,general,0.88,
condition,refurbished,reconditionne,fr,general,0.82,missing accent
condition,refurbished,مجدد,ar,general,0.82,
condition,original,original,en,general,0.88,
condition,original,original,fr,general,0.90,
condition,original,أصلي,ar,general,0.88,
condition,original,original,darija_latin,general,0.84,darija loanword
condition,original,asli,darija_latin,general,0.82,darija for authentic/original
condition,fake_copy,counterfeit,en,general,0.84,
condition,fake_copy,contrefaçon,fr,general,0.86,
condition,fake_copy,contrefacon,fr,general,0.80,missing cedilla
condition,fake_copy,تقليد,ar,general,0.82,
condition,fake_copy,taqlid,darija_latin,general,0.76,darija transliteration
condition,fake_copy,copie,fr,general,0.80,colloquial for fake/copy product
category,phone,telfon,typo,phone,0.74,phonetic misspelling
category,phone,hatife,typo,phone,0.70,misspelling
category,laptop,portable pc,typo,laptop,0.78,reordered words
category,laptop,لاب توب,darija_ar,laptop,0.83,darija arabic script split form
category,tablet,تابلت,darija_ar,tablet,0.80,darija arabic script transliteration
category,gaming_pc,حاسوب الألعاب,darija_ar,gaming,0.74,darija arabic script for gaming pc
category,monitor,écran d'ordinateur,fr,monitor,0.86,full phrase variant
category,keyboard,clavier azerty,fr,keyboard,0.80,specific keyboard layout
category,mouse,souris sans fil,fr,mouse,0.82,wireless mouse phrase
category,mouse,wireless mouse,en,mouse,0.85,
category,headphones,سماعة بلوتوث,darija_ar,headphones,0.78,darija arabic script for bluetooth headphones
category,earbuds,ايربودز,darija_ar,earbuds,0.80,darija arabic script transliteration of airpods
category,smartwatch,ساعة سمارت,darija_ar,smartwatch,0.76,darija arabic script mixed term
category,camera,كاميرا تصوير,darija_ar,camera,0.74,darija arabic script redundant phrase
category,printer,امبريمانت,darija_ar,printer,0.70,darija arabic script transliteration of french imprimante
brand,Samsung,سامسنج,darija_ar,phone,0.86,darija arabic script variant spelling
brand,Apple,ابول,darija_ar,phone,0.70,misspelling
brand,iPhone,ايفون 14 برو,darija_ar,phone,0.82,darija arabic script with model
brand,Xiaomi,ميجو,darija_ar,phone,0.70,informal nickname misspelling
brand,Huawei,هواوي ميت,darija_ar,phone,0.76,darija arabic script brand+line
brand,HP,اتش بي اومن,darija_ar,laptop,0.74,darija arabic script brand+gaming line
brand,Dell,ديل اكس بي اس,darija_ar,laptop,0.70,darija arabic script brand+line
brand,Lenovo,لينوفو ليجن,darija_ar,laptop,0.76,darija arabic script brand+gaming line
brand,Asus,اسوس روج,darija_ar,laptop,0.74,darija arabic script brand+gaming line
brand,MacBook,ماك بوك اير,darija_ar,laptop,0.78,darija arabic script for macbook air
brand,PlayStation,بلايستيشن 4,darija_ar,gaming,0.78,darija arabic script with model number
brand,Toyota,طويوطا,darija_ar,car,0.84,darija arabic script transliteration
brand,Dacia,داسيا لوجان,darija_ar,car,0.80,darija arabic script brand+model
brand,Renault,كليو,darija_ar,car,0.78,darija arabic script for Clio
brand,Peugeot,بيجو 208,darija_ar,car,0.80,darija arabic script with model
brand,Mercedes,مرسيدس بنز,darija_ar,car,0.82,darija arabic script full name
brand,BMW,بي ام دبليو,darija_ar,car,0.80,darija arabic script transliteration
category,motorcycle,موتور,darija_ar,motorcycle,0.78,darija slang for motorcycle/engine
category,scooter,سكوتير,darija_ar,motorcycle,0.76,darija arabic script transliteration
category,refrigerator,تلاجة ديال الكوزينا,darija_ar,home_appliance,0.70,"darija informal phrase, low conf"
category,washing_machine,غسالة اوطوماتيك,darija_ar,home_appliance,0.76,darija arabic script with automatic
category,tv,تيفي,darija_ar,home_appliance,0.82,darija arabic script for TV
category,tv,tivi,darija_latin,home_appliance,0.80,darija transliteration of TV
category,air_conditioner,مكيف هواء,ar,home_appliance,0.88,formal arabic full term
category,oven,فور,darija_ar,home_appliance,0.78,darija arabic script variant for oven
category,sofa,كنبة,ar,furniture,0.86,formal arabic for sofa
category,bed,فراش,ar,furniture,0.80,can also mean mattress/bedding
category,wardrobe,دولاب,darija_ar,furniture,0.78,darija variant word for wardrobe
category,wardrobe,دولاب,darija_ar,furniture,0.80,darija arabic script variant
category,shoes,سباط,ar,shoes,0.78,informal arabic borrowing from darija
category,jeans,جين,darija_ar,clothes,0.80,darija arabic script for jeans
category,t_shirt,تيشرت,darija_ar,clothes,0.82,darija arabic script for t-shirt
category,jacket,فيست,darija_ar,clothes,0.74,darija transliteration of french veste
category,watch,ساعة يد,ar,clothes,0.84,"formal arabic, hand watch"
category,oil,زيت العود,darija_ar,grocery,0.70,"darija for olive oil, lit oil of the stick, regional term"
category,sugar,سكر مكعبات,ar,grocery,0.78,sugar cubes specific term
category,detergent,تيد,darija_ar,grocery,0.70,genericized brand nickname
category,perfume,برفان,darija_ar,beauty,0.80,darija transliteration of french parfum
category,makeup,ميكاج,darija_ar,beauty,0.78,darija transliteration of french maquillage
category,skincare,سوان دو لا بو,darija_ar,beauty,0.70,"darija phonetic transliteration of french phrase, rare"
category,apartment,شقة للكراء,darija_ar,real_estate,0.80,"darija arabic script phrase, apartment for rent"
category,apartment,شقة للبيع,darija_ar,real_estate,0.80,"darija arabic script phrase, apartment for sale"
category,villa,فيلا للبيع,darija_ar,real_estate,0.78,"darija arabic script phrase, villa for sale"
category,land,ارض للبيع,darija_ar,real_estate,0.78,"darija arabic script phrase, land for sale"
category,studio,استوديو للكراء,darija_ar,real_estate,0.74,darija arabic script phrase
color,black,نوار,darija_ar,color,0.72,darija slang variant for black
color,white,البيضة,darija_ar,color,0.78,darija arabic script with article
color,red,روج,darija_ar,color,0.70,phonetic borrowing from french rouge
color,blue,بلو,darija_ar,color,0.72,darija transliteration of english blue
color,green,فير,darija_ar,color,0.70,"misspelling of vert, low conf"
intent,want,نبغي,darija_ar,general,0.80,"darija variant for I want, eastern Morocco dialect"
intent,search,فين نلقى,darija_ar,general,0.76,"darija phrase, where can I find"
intent,search,فين كاين,darija_ar,general,0.76,"darija phrase, where is there"
intent,best,الزوينة,darija_ar,general,0.72,darija feminine form of nice/best
intent,buy,واخا نشريه,darija_ar,general,0.70,"darija phrase, ok I'll buy it, low conf casual"
condition,cheap,prix mnasib,darija_latin,general,0.72,"darija/french mix, suitable price"
condition,available,disponible daba,darija_latin,general,0.70,"darija/french mix, available now"
intent,near_me,حداي,darija_ar,general,0.78,"darija arabic script for near me, alt form"
intent,near_me,حدايا,darija_ar,general,0.76,darija transliteration alt form
city,casablanca,casablanca,en,city,0.96,major moroccan city for avito and mubawab
city,casablanca,casa,darija_latin,city,0.95,common moroccan city nickname
city,casablanca,dar el beida,darija_latin,city,0.90,casablanca darija name
city,casablanca,dar el baida,darija_latin,city,0.90,casablanca darija variant
city,casablanca,kaza,darija_latin,city,0.82,phonetic nickname
city,casablanca,الدار البيضاء,ar,city,0.94,arabic city name
city,rabat,rabat,en,city,0.96,major moroccan city
city,rabat,rbaat,darija_latin,city,0.82,common typo
city,rabat,rbati,darija_latin,city,0.78,city adjective used colloquially
city,rabat,الرباط,ar,city,0.94,arabic city name
city,marrakech,marrakech,en,city,0.96,major moroccan city
city,marrakech,marrakesh,en,city,0.92,english spelling variant
city,marrakech,marrakch,darija_latin,city,0.82,darija spelling
city,marrakech,مراكش,ar,city,0.94,arabic city name
city,tanger,tanger,fr,city,0.95,northern moroccan city
city,tanger,tangier,en,city,0.92,english city name
city,tanger,tanja,darija_latin,city,0.86,darija city name
city,tanger,طنجة,ar,city,0.94,arabic city name
city,fes,fes,en,city,0.95,major moroccan city
city,fes,fez,en,city,0.92,english spelling variant
city,fes,fès,fr,city,0.92,french spelling
city,fes,فاس,ar,city,0.94,arabic city name
city,agadir,agadir,en,city,0.95,southern moroccan city
city,agadir,agadire,typo,city,0.75,common misspelling
city,agadir,اكادير,ar,city,0.90,arabic city name without hamza
city,agadir,أكادير,ar,city,0.94,arabic city name
city,meknes,meknes,en,city,0.95,major moroccan city
city,meknes,meknès,fr,city,0.92,french spelling
city,meknes,mknas,darija_latin,city,0.80,darija spelling
city,meknes,مكناس,ar,city,0.94,arabic city name
city,oujda,oujda,en,city,0.95,eastern moroccan city
city,oujda,wajda,darija_latin,city,0.80,phonetic spelling
city,oujda,وجدة,ar,city,0.94,arabic city name
city,kenitra,kenitra,en,city,0.95,moroccan city
city,kenitra,qnitra,darija_latin,city,0.85,darija city name
city,kenitra,kénitra,fr,city,0.92,french spelling
city,kenitra,القنيطرة,ar,city,0.94,arabic city name
city,tetouan,tetouan,en,city,0.95,northern moroccan city
city,tetouan,tétouan,fr,city,0.92,french spelling
city,tetouan,tetwan,darija_latin,city,0.84,darija spelling
city,tetouan,تطوان,ar,city,0.94,arabic city name
city,sale,sale,en,city,0.88,city near rabat
city,sale,salé,fr,city,0.92,french spelling
city,sale,sla,darija_latin,city,0.86,darija city name
city,sale,سلا,ar,city,0.94,arabic city name
city,mohammedia,mohammedia,en,city,0.94,moroccan city
city,mohammedia,mohammedia,fr,city,0.92,french spelling
city,mohammedia,muhammadiya,typo,city,0.78,transliteration variant
city,mohammedia,المحمدية,ar,city,0.92,arabic city name
city,nador,nador,en,city,0.94,northern moroccan city
city,nador,nadour,typo,city,0.76,phonetic variant
city,nador,الناظور,ar,city,0.92,arabic city name
city,el_jadida,el jadida,en,city,0.94,moroccan city
city,el_jadida,eljadida,typo,city,0.82,joined spelling
city,el_jadida,jdida,darija_latin,city,0.82,darija shorthand
city,el_jadida,الجديدة,ar,city,0.92,arabic city name
city,safi,safi,en,city,0.94,moroccan city
city,safi,asfi,darija_latin,city,0.82,darija spelling
city,safi,آسفي,ar,city,0.92,arabic city name
city,essaouira,essaouira,en,city,0.94,moroccan city
city,essaouira,essaouira,fr,city,0.92,french spelling
city,essaouira,swira,darija_latin,city,0.85,darija city name
city,essaouira,الصويرة,ar,city,0.92,arabic city name
city,laayoune,laayoune,en,city,0.94,southern moroccan city
city,laayoune,laâyoune,fr,city,0.90,french spelling
city,laayoune,layoune,typo,city,0.82,simplified spelling
city,laayoune,العيون,ar,city,0.92,arabic city name
city,beni_mellal,beni mellal,en,city,0.94,moroccan city
city,beni_mellal,beni melal,typo,city,0.84,single l variant
city,beni_mellal,bni mellal,darija_latin,city,0.84,darija spelling
city,beni_mellal,بني ملال,ar,city,0.92,arabic city name
city,khouribga,khouribga,en,city,0.94,moroccan city
city,khouribga,khouribgua,typo,city,0.76,misspelling
city,khouribga,خريبكة,ar,city,0.92,arabic city name
city,temara,temara,en,city,0.92,city near rabat
city,temara,témara,fr,city,0.90,french spelling
city,temara,tmara,darija_latin,city,0.84,darija spelling
city,temara,تمارة,ar,city,0.92,arabic city name
category,cream,cream,en,beauty,0.91,palmarosa skincare product
category,cream,crème,fr,beauty,0.94,french beauty term
category,cream,creme,fr,beauty,0.90,missing accent
category,cream,krem,darija_latin,beauty,0.82,darija transliteration
category,cream,كريم,ar,beauty,0.90,arabic beauty term
category,face_cream,face cream,en,beauty,0.89,skincare product
category,face_cream,crème visage,fr,beauty,0.91,french skincare term
category,face_cream,creme visage,fr,beauty,0.86,missing accent
category,face_cream,كريم الوجه,ar,beauty,0.84,arabic skincare term
category,body_lotion,body lotion,en,beauty,0.88,beauty body care
category,body_lotion,lait corps,fr,beauty,0.88,french body care term
category,body_lotion,lotion corps,fr,beauty,0.88,french body care term
category,body_lotion,لوشن الجسم,ar,beauty,0.82,arabic transliteration
category,deodorant,deodorant,en,beauty,0.90,beauty hygiene product
category,deodorant,déodorant,fr,beauty,0.93,french spelling
category,deodorant,deodorant,fr,beauty,0.88,missing accent
category,deodorant,مزيل العرق,ar,beauty,0.86,arabic product term
category,lipstick,lipstick,en,beauty,0.90,makeup product
category,lipstick,rouge à lèvres,fr,beauty,0.93,french makeup term
category,lipstick,rouge a levres,fr,beauty,0.86,missing accents
category,lipstick,أحمر شفاه,ar,beauty,0.86,arabic makeup term
category,mascara,mascara,en,beauty,0.92,makeup product
category,mascara,mascara,fr,beauty,0.92,french same term
category,mascara,ماسكارا,ar,beauty,0.86,arabic transliteration
category,foundation,foundation,en,beauty,0.88,makeup product
category,foundation,fond de teint,fr,beauty,0.92,french makeup term
category,foundation,فونديتان,darija_ar,beauty,0.76,darija transliteration
category,serum,serum,en,beauty,0.89,skincare product
category,serum,sérum,fr,beauty,0.92,french spelling
category,serum,سيروم,ar,beauty,0.84,arabic transliteration
category,moisturizer,moisturizer,en,beauty,0.88,skincare product
category,moisturizer,hydratant,fr,beauty,0.90,french skincare term
category,moisturizer,crème hydratante,fr,beauty,0.88,french skincare phrase
category,moisturizer,مرطب,ar,beauty,0.84,arabic skincare term
category,nail_polish,nail polish,en,beauty,0.88,makeup product
category,nail_polish,vernis,fr,beauty,0.91,french beauty term
category,nail_polish,vernis à ongles,fr,beauty,0.90,french beauty phrase
category,nail_polish,طلاء أظافر,ar,beauty,0.82,arabic beauty term
category,body_wash,body wash,en,beauty,0.86,hygiene product
category,body_wash,gel douche,fr,beauty,0.90,french hygiene term
category,body_wash,gel de douche,fr,beauty,0.88,french hygiene phrase
category,body_wash,جل الاستحمام,ar,beauty,0.82,arabic hygiene term
category,hair_mask,hair mask,en,beauty,0.86,hair care product
category,hair_mask,masque cheveux,fr,beauty,0.88,french hair care term
category,hair_mask,ماسك الشعر,ar,beauty,0.80,arabic hair care term
category,hair_oil,hair oil,en,beauty,0.86,hair care product
category,hair_oil,huile cheveux,fr,beauty,0.88,french hair care term
category,hair_oil,زيت الشعر,ar,beauty,0.82,arabic hair care term
category,cleanser,cleanser,en,beauty,0.86,skincare product
category,cleanser,nettoyant visage,fr,beauty,0.88,french skincare term
category,cleanser,غسول الوجه,ar,beauty,0.82,arabic skincare term
category,toner,toner,en,beauty,0.84,skincare product
category,toner,lotion tonique,fr,beauty,0.86,french skincare term
category,toner,تونر,ar,beauty,0.80,arabic transliteration
category,console,console,en,gaming,0.91,gaming product for jumia and electroplanet
category,console,console de jeux,fr,gaming,0.92,french gaming term
category,console,كونسول,ar,gaming,0.86,arabic transliteration
category,gaming_console,gaming console,en,gaming,0.90,gaming product
category,gaming_console,console gaming,fr,gaming,0.88,french gaming term
category,controller,controller,en,gaming,0.88,gaming accessory
category,controller,manette,fr,gaming,0.92,french gaming accessory
category,controller,يد التحكم,ar,gaming,0.82,arabic gaming term
category,router,router,en,electronics,0.88,networking product
category,router,routeur,fr,electronics,0.90,french networking term
category,router,روتر,ar,electronics,0.82,arabic transliteration
category,modem,modem,en,electronics,0.88,networking product
category,modem,modem,fr,electronics,0.88,french same term
category,modem,موديم,ar,electronics,0.82,arabic transliteration
category,wifi_box,wifi box,en,electronics,0.84,networking product
category,wifi_box,box wifi,fr,electronics,0.86,french phrase
category,speaker,speaker,en,electronics,0.89,audio product
category,speaker,enceinte,fr,electronics,0.92,french audio product
category,speaker,baffle,darija_latin,electronics,0.80,moroccan loanword
category,speaker,مكبر صوت,ar,electronics,0.82,arabic audio term
category,bluetooth_speaker,bluetooth speaker,en,electronics,0.87,audio product
category,bluetooth_speaker,enceinte bluetooth,fr,electronics,0.90,french audio term
category,soundbar,soundbar,en,electronics,0.88,audio product
category,soundbar,barre de son,fr,electronics,0.91,french audio product
category,soundbar,ساوندبار,ar,electronics,0.80,arabic transliteration
category,projector,projector,en,electronics,0.88,video product
category,projector,vidéoprojecteur,fr,electronics,0.91,french video product
category,projector,videoprojecteur,fr,electronics,0.86,missing accent
category,projector,بروجكتور,ar,electronics,0.82,arabic transliteration
category,webcam,webcam,en,electronics,0.88,computer accessory
category,webcam,caméra web,fr,electronics,0.88,french computer accessory
category,webcam,كاميرا ويب,ar,electronics,0.80,arabic computer term
category,charger,charger,en,phone_accessory,0.89,phone accessory
category,charger,chargeur,fr,phone_accessory,0.92,french accessory term
category,charger,شارجور,darija_ar,phone_accessory,0.82,darija transliteration
category,powerbank,powerbank,en,phone_accessory,0.88,phone accessory
category,powerbank,batterie externe,fr,phone_accessory,0.91,french accessory term
category,powerbank,باور بانك,ar,phone_accessory,0.82,arabic transliteration
category,phone_case,phone case,en,phone_accessory,0.87,phone accessory
category,phone_case,coque,fr,phone_accessory,0.91,french accessory term
category,phone_case,coque téléphone,fr,phone_accessory,0.88,french phrase
category,phone_case,كوك,darija_ar,phone_accessory,0.70,darija transliteration low confidence
category,screen_protector,screen protector,en,phone_accessory,0.87,phone accessory
category,screen_protector,protection écran,fr,phone_accessory,0.90,french accessory term
category,screen_protector,vitre protection,fr,phone_accessory,0.86,french accessory phrase
category,cable,cable,en,phone_accessory,0.88,accessory
category,cable,câble,fr,phone_accessory,0.91,french accessory term
category,cable,cable usb,fr,phone_accessory,0.86,usb cable phrase
category,freezer,freezer,en,home_appliance,0.90,appliance category
category,freezer,congélateur,fr,home_appliance,0.94,french appliance term
category,freezer,congelateur,fr,home_appliance,0.88,missing accent
category,freezer,مجمد,ar,home_appliance,0.84,arabic appliance term
category,dishwasher,dishwasher,en,home_appliance,0.90,appliance category
category,dishwasher,lave-vaisselle,fr,home_appliance,0.94,french appliance term
category,dishwasher,lave vaisselle,fr,home_appliance,0.88,missing hyphen
category,dishwasher,غسالة الصحون,ar,home_appliance,0.84,arabic appliance term
category,cooker,cooker,en,home_appliance,0.86,appliance category
category,cooker,cuisinière,fr,home_appliance,0.91,french appliance term
category,cooker,cuisiniere,fr,home_appliance,0.86,missing accent
category,hood,hood,en,home_appliance,0.82,kitchen appliance
category,hood,hotte,fr,home_appliance,0.90,french appliance term
category,coffee_machine,coffee machine,en,home_appliance,0.88,small appliance
category,coffee_machine,machine à café,fr,home_appliance,0.92,french appliance term
category,coffee_machine,machine a cafe,fr,home_appliance,0.86,missing accents
category,food_processor,food processor,en,home_appliance,0.84,small appliance
category,food_processor,robot cuisine,fr,home_appliance,0.88,french appliance term
category,iron,fer à repasser,fr,home_appliance,0.92,common french phrase
category,iron,fer a repasser,fr,home_appliance,0.86,missing accent
category,hair_straightener,hair straightener,en,beauty,0.86,beauty appliance
category,hair_straightener,lisseur,fr,beauty,0.91,french beauty appliance
category,hair_straightener,lisseur cheveux,fr,beauty,0.88,french beauty phrase
category,gpu,gpu,en,pc_component,0.89,ultrapc component
category,gpu,carte graphique,fr,pc_component,0.92,french pc component
category,gpu,كارت كرافيك,darija_ar,pc_component,0.78,darija pc part
category,ssd,ssd,en,pc_component,0.90,ultrapc storage component
category,ssd,disque ssd,fr,pc_component,0.88,french pc component
category,ram,ram,en,pc_component,0.90,ultrapc memory component
category,ram,mémoire ram,fr,pc_component,0.90,french pc component
category,ram,memoire ram,fr,pc_component,0.86,missing accent
category,cpu,cpu,en,pc_component,0.88,pc component
category,cpu,processeur,fr,pc_component,0.92,french pc component
category,cpu,processor,en,pc_component,0.88,english pc component
category,motherboard,motherboard,en,pc_component,0.88,pc component
category,motherboard,carte mère,fr,pc_component,0.92,french pc component
category,motherboard,carte mere,fr,pc_component,0.86,missing accent
category,pc_case,pc case,en,pc_component,0.86,pc component
category,pc_case,boitier,fr,pc_component,0.88,french pc component
category,cooler,cooler,en,pc_component,0.84,pc cooling component
category,cooler,ventilateur,fr,pc_component,0.86,french pc cooling term
category,ups,ups,en,pc_component,0.84,power protection
category,ups,onduleur,fr,pc_component,0.90,french power protection term
category,gaming_chair,gaming chair,en,gaming,0.86,gaming furniture
category,gaming_chair,chaise gamer,fr,gaming,0.90,french gaming furniture
category,butter,butter,en,grocery,0.89,grocery staple
category,butter,beurre,fr,grocery,0.93,french grocery term
category,butter,zebda,darija_latin,grocery,0.86,darija grocery term
category,butter,زبدة,ar,grocery,0.90,arabic grocery term
category,yogurt,yogurt,en,grocery,0.90,grocery staple
category,yogurt,yaourt,fr,grocery,0.93,french grocery term
category,yogurt,raib,darija_latin,grocery,0.84,moroccan dairy term
category,yogurt,ياغورت,ar,grocery,0.86,arabic transliteration
category,chicken,chicken,en,grocery,0.90,grocery fresh food
category,chicken,poulet,fr,grocery,0.93,french grocery term
category,chicken,djaj,darija_latin,grocery,0.87,darija grocery term
category,chicken,دجاج,ar,grocery,0.90,arabic grocery term
category,meat,meat,en,grocery,0.89,grocery fresh food
category,meat,viande,fr,grocery,0.93,french grocery term
category,meat,lham,darija_latin,grocery,0.86,darija grocery term
category,meat,لحم,ar,grocery,0.90,arabic grocery term
category,fish,fish,en,grocery,0.89,grocery fresh food
category,fish,poisson,fr,grocery,0.93,french grocery term
category,fish,hout,darija_latin,grocery,0.86,darija grocery term
category,fish,سمك,ar,grocery,0.90,arabic grocery term
category,noodles,noodles,en,grocery,0.86,grocery product
category,noodles,nouilles,fr,grocery,0.90,french grocery term
category,canned_food,canned food,en,grocery,0.85,grocery product
category,canned_food,conserve,fr,grocery,0.90,french grocery term
category,canned_food,علب مصبرة,ar,grocery,0.80,arabic grocery term
category,baby_diaper,baby diaper,en,grocery,0.86,baby grocery product
category,baby_diaper,couche bébé,fr,grocery,0.90,french baby product
category,baby_diaper,couche bebe,fr,grocery,0.84,missing accent
category,baby_diaper,حفاظات,ar,grocery,0.84,arabic baby product
category,baby_milk,baby milk,en,grocery,0.86,baby grocery product
category,baby_milk,lait bébé,fr,grocery,0.90,french baby product
category,baby_milk,lait bebe,fr,grocery,0.84,missing accent
category,semolina,semolina,en,grocery,0.86,grocery staple
category,semolina,semoule,fr,grocery,0.91,french grocery term
category,semolina,smida,darija_latin,grocery,0.86,darija grocery term
category,semolina,سميدة,darija_ar,grocery,0.86,darija arabic term
category,harissa,harissa,en,grocery,0.84,grocery condiment
category,harissa,هريسة,ar,grocery,0.84,arabic condiment
category,mayonnaise,mayonnaise,en,grocery,0.86,grocery condiment
category,mayonnaise,mayonnaise,fr,grocery,0.88,french condiment
category,ketchup,ketchup,en,grocery,0.86,grocery condiment
category,ketchup,ketchup,fr,grocery,0.86,french condiment
category,furniture,furniture,en,furniture,0.90,umbrella term for ikea and avito
category,furniture,meuble,fr,furniture,0.92,french furniture term
category,furniture,mobilier,fr,furniture,0.90,french umbrella term
category,furniture,أثاث,ar,furniture,0.88,arabic furniture term
category,furniture,athath,darija_latin,furniture,0.80,arabic transliteration
category,curtain,curtain,en,furniture,0.88,home product
category,curtain,rideau,fr,furniture,0.92,french home product
category,curtain,ستارة,ar,furniture,0.86,arabic home product
category,rug,rug,en,furniture,0.88,home product
category,rug,tapis,fr,furniture,0.92,french home product
category,rug,زرابي,darija_ar,furniture,0.82,darija home product
category,pillow,pillow,en,furniture,0.88,home product
category,pillow,oreiller,fr,furniture,0.92,french home product
category,pillow,مخدة,darija_ar,furniture,0.84,darija home product
category,blanket,blanket,en,furniture,0.88,home textile
category,blanket,couverture,fr,furniture,0.92,french home textile
category,blanket,بطانية,ar,furniture,0.84,arabic home textile
category,duvet,duvet,en,furniture,0.86,home textile
category,duvet,couette,fr,furniture,0.92,french home textile
category,storage,storage,en,furniture,0.86,home organization
category,storage,rangement,fr,furniture,0.90,french home organization
category,shelf,shelf,en,furniture,0.88,home product
category,shelf,étagère,fr,furniture,0.92,french home product
category,shelf,etagere,fr,furniture,0.86,missing accent
